EmployeeId,Attrition,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,Status,Edutxt,SalaryCategory
317,0.0,Research & Development,4,Other,Male,2,Healthcare Representative,Single,6781,No,23,4,14,Active,Master,5000-9999
320,0.0,Research & Development,3,Technical Degree,Female,3,Manufacturing Director,Married,10739,No,11,3,22,Active,Bachelor,10000-14999
321,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Married,2703,No,23,4,6,Active,Bachelor,Under 5000
322,0.0,Sales,3,Medical,Male,2,Sales Executive,Single,4294,No,12,3,7,Active,Bachelor,Under 5000
323,0.0,Sales,2,Medical,Male,3,Sales Executive,Single,7642,Yes,13,3,10,Active,College,5000-9999
325,0.0,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Divorced,5915,No,22,4,10,Active,Master,5000-9999
327,1.0,Sales,4,Life Sciences,Female,2,Sales Executive,Married,4286,No,14,3,5,Inactive,Master,Under 5000
328,0.0,Research & Development,2,Life Sciences,Male,4,Research Director,Married,17159,No,24,4,22,Active,College,Above 15000
329,0.0,Research & Development,4,Medical,Male,3,Research Director,Married,11935,No,18,3,10,Active,Master,10000-14999
330,0.0,Sales,2,Other,Male,3,Sales Executive,Divorced,7264,No,11,3,10,Active,College,5000-9999
331,0.0,Research & Development,4,Life Sciences,Male,4,Healthcare Representative,Married,13503,No,22,4,22,Active,Master,10000-14999
334,0.0,Sales,3,Life Sciences,Female,4,Sales Executive,Married,13212,No,11,3,36,Active,Bachelor,10000-14999
335,0.0,Sales,1,Life Sciences,Male,2,Sales Executive,Married,6232,No,11,3,6,Active,Below College,5000-9999
336,0.0,Human Resources,5,Medical,Male,2,Human Resources,Married,6272,No,16,3,10,Active,Doctor,5000-9999
337,0.0,Sales,3,Marketing,Female,3,Sales Executive,Single,8998,No,14,3,9,Active,Bachelor,5000-9999
338,0.0,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Married,5309,No,15,3,10,Active,Master,5000-9999
339,0.0,Research & Development,2,Technical Degree,Male,2,Laboratory Technician,Married,5415,Yes,19,3,12,Active,College,5000-9999
343,0.0,Research & Development,5,Life Sciences,Male,1,Laboratory Technician,Married,4621,No,19,3,3,Active,Doctor,Under 5000
344,0.0,Research & Development,4,Other,Male,1,Research Scientist,Married,2821,No,16,3,8,Active,Master,Under 5000
345,0.0,Sales,2,Medical,Female,1,Sales Representative,Married,2973,No,15,3,10,Active,College,Under 5000
347,0.0,Research & Development,2,Medical,Male,2,Healthcare Representative,Married,4741,Yes,13,3,5,Active,College,Under 5000
349,0.0,Research & Development,3,Other,Male,5,Manager,Married,19202,No,11,3,25,Active,Bachelor,Above 15000
350,0.0,Sales,3,Marketing,Female,2,Sales Executive,Married,4157,Yes,19,3,5,Active,Bachelor,Under 5000
351,0.0,Sales,1,Life Sciences,Male,3,Sales Executive,Divorced,8189,Yes,13,3,12,Active,Below College,5000-9999
352,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Single,2552,No,25,4,1,Active,College,Under 5000
353,0.0,Sales,4,Marketing,Male,3,Sales Executive,Married,10855,No,11,3,15,Active,Master,10000-14999
355,0.0,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,Divorced,5257,No,11,3,9,Active,Master,5000-9999
356,0.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Married,1281,No,18,3,1,Active,Bachelor,Under 5000
357,0.0,Sales,4,Marketing,Male,4,Manager,Married,16856,No,11,3,34,Active,Master,Above 15000
358,0.0,Research & Development,4,Medical,Female,2,Manufacturing Director,Married,6567,No,14,3,16,Active,Master,5000-9999
359,0.0,Research & Development,2,Technical Degree,Male,1,Laboratory Technician,Single,3500,No,14,3,7,Active,College,Under 5000
360,0.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,2258,No,20,4,8,Active,Bachelor,Under 5000
362,0.0,Sales,1,Technical Degree,Male,1,Sales Representative,Divorced,2322,No,13,3,3,Active,Below College,Under 5000
363,0.0,Research & Development,3,Medical,Female,4,Manager,Divorced,14756,Yes,14,3,21,Active,Bachelor,10000-14999
364,0.0,Research & Development,4,Life Sciences,Female,4,Research Director,Single,14275,No,18,3,33,Active,Master,10000-14999
365,0.0,Research & Development,3,Medical,Male,2,Healthcare Representative,Single,5343,No,20,4,14,Active,Bachelor,5000-9999
366,1.0,Research & Development,3,Technical Degree,Male,1,Research Scientist,Single,2479,No,24,4,7,Inactive,Bachelor,Under 5000
367,0.0,Research & Development,1,Life Sciences,Male,2,Healthcare Representative,Single,7756,No,17,3,7,Active,Below College,5000-9999
368,0.0,Research & Development,1,Life Sciences,Male,3,Manufacturing Director,Single,8474,No,22,4,12,Active,Below College,5000-9999
369,0.0,Research & Development,5,Life Sciences,Male,1,Research Scientist,Single,3038,No,20,4,8,Active,Doctor,Under 5000
370,0.0,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Single,5914,No,16,3,16,Active,College,5000-9999
373,0.0,Sales,4,Medical,Male,2,Sales Executive,Married,4327,No,12,3,5,Active,Master,Under 5000
374,0.0,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,Married,5674,No,15,3,11,Active,Master,5000-9999
375,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Single,1232,No,14,3,0,Active,College,Under 5000
377,0.0,Sales,3,Technical Degree,Female,1,Sales Representative,Divorced,2579,Yes,18,3,8,Active,Bachelor,Under 5000
379,0.0,Research & Development,4,Other,Female,2,Research Scientist,Single,4809,No,14,3,16,Active,Master,Under 5000
381,0.0,Human Resources,3,Life Sciences,Female,2,Human Resources,Married,5204,No,11,3,13,Active,Bachelor,5000-9999
382,0.0,Research & Development,4,Other,Male,2,Research Scientist,Married,3697,No,14,3,12,Active,Master,Under 5000
385,1.0,Research & Development,2,Medical,Male,1,Laboratory Technician,Single,3479,No,11,3,6,Inactive,College,Under 5000
386,0.0,Sales,4,Life Sciences,Male,2,Sales Executive,Single,6861,Yes,12,3,19,Active,Master,5000-9999
388,0.0,Research & Development,4,Medical,Male,3,Research Director,Divorced,13675,No,12,3,9,Active,Master,10000-14999
389,0.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Married,2659,Yes,13,3,3,Active,Bachelor,Under 5000
391,0.0,Research & Development,3,Technical Degree,Female,2,Laboratory Technician,Married,4627,No,12,3,10,Active,Bachelor,Under 5000
393,0.0,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Divorced,8500,No,11,3,10,Active,Bachelor,5000-9999
394,0.0,Research & Development,1,Life Sciences,Male,1,Research Scientist,Married,3506,Yes,14,3,4,Active,Below College,Under 5000
395,0.0,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Divorced,2341,No,13,3,1,Active,Master,Under 5000
399,0.0,Research & Development,4,Technical Degree,Male,1,Research Scientist,Married,4821,Yes,12,3,6,Active,Master,Under 5000
400,0.0,Research & Development,1,Life Sciences,Female,1,Laboratory Technician,Married,3755,No,11,3,8,Active,Below College,Under 5000
401,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Married,2700,No,24,4,10,Active,College,Under 5000
403,1.0,Sales,3,Marketing,Female,3,Sales Executive,Married,7639,No,22,4,10,Inactive,Bachelor,5000-9999
404,1.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Married,2362,No,12,3,10,Inactive,Bachelor,Under 5000
405,0.0,Research & Development,3,Other,Female,1,Research Scientist,Married,2368,No,19,3,5,Active,Bachelor,Under 5000
406,0.0,Sales,5,Marketing,Female,2,Sales Executive,Married,4051,No,14,3,14,Active,Doctor,Under 5000
407,0.0,Research & Development,5,Technical Degree,Female,2,Research Scientist,Single,4317,Yes,20,4,19,Active,Doctor,Under 5000
409,1.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Married,1601,Yes,21,4,1,Inactive,Bachelor,Under 5000
411,0.0,Research & Development,3,Life Sciences,Male,4,Manufacturing Director,Married,13973,Yes,18,3,22,Active,Bachelor,10000-14999
412,0.0,Sales,3,Life Sciences,Male,3,Sales Executive,Single,7428,No,12,3,12,Active,Bachelor,5000-9999
414,0.0,Human Resources,2,Medical,Female,1,Human Resources,Single,2109,No,18,3,8,Active,College,Under 5000
415,1.0,Sales,3,Marketing,Female,3,Sales Executive,Married,7654,No,18,3,9,Inactive,Bachelor,5000-9999
416,0.0,Research & Development,3,Medical,Female,2,Laboratory Technician,Divorced,4444,No,13,3,15,Active,Bachelor,Under 5000
417,1.0,Sales,2,Life Sciences,Female,2,Sales Executive,Single,5993,Yes,11,3,8,Inactive,College,5000-9999
418,0.0,Research & Development,2,Medical,Female,2,Healthcare Representative,Single,6142,No,11,3,10,Active,College,5000-9999
419,0.0,Research & Development,4,Technical Degree,Female,3,Healthcare Representative,Single,10938,No,25,4,20,Active,Master,10000-14999
420,1.0,Research & Development,1,Life Sciences,Female,1,Research Scientist,Single,3919,Yes,22,4,10,Inactive,Below College,Under 5000
421,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Married,2326,Yes,12,3,4,Active,Bachelor,Under 5000
422,1.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Married,2132,Yes,11,3,7,Inactive,Bachelor,Under 5000
424,0.0,Research & Development,3,Medical,Male,5,Manager,Single,19045,Yes,14,3,37,Active,Bachelor,Above 15000
425,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Single,4680,No,17,3,4,Active,College,Under 5000
426,0.0,Sales,3,Marketing,Male,2,Sales Executive,Married,4717,No,11,3,15,Active,Bachelor,Under 5000
427,0.0,Research & Development,3,Medical,Male,3,Healthcare Representative,Married,10673,Yes,13,3,21,Active,Bachelor,10000-14999
429,0.0,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Divorced,2835,No,22,4,7,Active,College,Under 5000
430,0.0,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Married,3162,No,17,3,6,Active,Below College,Under 5000
431,0.0,Research & Development,4,Medical,Male,5,Research Director,Married,19237,Yes,11,3,29,Active,Master,Above 15000
432,0.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Married,2332,No,20,4,5,Active,Bachelor,Under 5000
433,0.0,Research & Development,4,Medical,Female,1,Research Scientist,Single,4381,No,11,3,6,Active,Master,Under 5000
434,0.0,Research & Development,3,Other,Male,1,Laboratory Technician,Single,3578,No,12,3,8,Active,Bachelor,Under 5000
435,0.0,Sales,3,Life Sciences,Female,2,Sales Executive,Married,5376,No,19,3,10,Active,Bachelor,5000-9999
438,0.0,Research & Development,1,Medical,Male,1,Research Scientist,Married,2684,No,17,3,3,Active,Below College,Under 5000
439,0.0,Research & Development,3,Medical,Female,1,Laboratory Technician,Single,3629,No,18,3,8,Active,Bachelor,Under 5000
440,0.0,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Married,7632,Yes,12,3,10,Active,Bachelor,5000-9999
441,0.0,Research & Development,1,Technical Degree,Male,2,Laboratory Technician,Single,2176,No,13,3,9,Active,Below College,Under 5000
442,0.0,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,Single,5980,Yes,12,3,17,Active,Master,5000-9999
443,0.0,Research & Development,1,Medical,Male,4,Manager,Married,17068,Yes,14,3,21,Active,Below College,Above 15000
444,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Married,2781,No,13,3,15,Active,Bachelor,Under 5000
446,0.0,Sales,3,Life Sciences,Female,2,Sales Executive,Single,5171,No,17,3,13,Active,Bachelor,5000-9999
447,0.0,Sales,2,Life Sciences,Male,2,Sales Executive,Married,6201,Yes,14,3,18,Active,College,5000-9999
448,0.0,Research & Development,3,Other,Male,3,Research Director,Divorced,12185,Yes,14,3,10,Active,Bachelor,10000-14999
450,0.0,Research & Development,2,Life Sciences,Female,1,Research Scientist,Single,3310,No,21,4,5,Active,College,Under 5000
451,0.0,Research & Development,4,Life Sciences,Male,5,Research Director,Divorced,19502,Yes,17,3,31,Active,Master,Above 15000
452,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Married,3622,Yes,13,3,6,Active,College,Under 5000
456,1.0,Sales,3,Technical Degree,Male,3,Sales Executive,Single,9582,Yes,22,4,9,Inactive,Bachelor,5000-9999
457,0.0,Sales,3,Life Sciences,Male,3,Sales Executive,Single,8726,No,15,3,9,Active,Bachelor,5000-9999
458,0.0,Research & Development,4,Life Sciences,Male,3,Healthcare Representative,Single,10999,No,14,3,27,Active,Master,10000-14999
459,0.0,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,Married,2238,No,21,4,7,Active,Master,Under 5000
460,0.0,Research & Development,3,Technical Degree,Male,1,Research Scientist,Married,3692,No,12,3,12,Active,Bachelor,Under 5000
461,0.0,Research & Development,5,Life Sciences,Male,2,Healthcare Representative,Married,4876,No,14,3,5,Active,Doctor,Under 5000
463,0.0,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,Single,4424,No,23,4,11,Active,Master,Under 5000
464,1.0,Research & Development,1,Medical,Male,1,Research Scientist,Single,1009,Yes,11,3,1,Inactive,Below College,Under 5000
466,1.0,Research & Development,3,Medical,Male,1,Research Scientist,Married,3388,Yes,17,3,2,Inactive,Bachelor,Under 5000
468,0.0,Sales,3,Marketing,Female,3,Sales Executive,Single,8789,No,14,3,10,Active,Bachelor,5000-9999
469,0.0,Research & Development,1,Medical,Female,2,Manufacturing Director,Divorced,4377,No,15,3,5,Active,Below College,Under 5000
470,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Married,1223,No,22,4,1,Active,College,Under 5000
471,0.0,Research & Development,2,Medical,Male,2,Healthcare Representative,Single,5661,No,19,3,9,Active,College,5000-9999
472,0.0,Sales,4,Marketing,Male,2,Sales Executive,Single,5405,No,14,3,10,Active,Master,5000-9999
473,0.0,Research & Development,4,Medical,Male,2,Manufacturing Director,Divorced,5067,Yes,19,3,20,Active,Master,5000-9999
474,0.0,Human Resources,4,Human Resources,Male,5,Manager,Divorced,19141,No,15,3,23,Active,Master,Above 15000
475,0.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Single,3597,No,22,4,6,Active,Bachelor,Under 5000
476,0.0,Research & Development,1,Medical,Female,1,Laboratory Technician,Divorced,2532,No,14,3,8,Active,Below College,Under 5000
477,1.0,Research & Development,3,Medical,Male,3,Manufacturing Director,Divorced,10048,No,11,3,17,Inactive,Bachelor,10000-14999
480,0.0,Research & Development,4,Medical,Male,2,Healthcare Representative,Married,6385,Yes,14,3,17,Active,Master,5000-9999
481,0.0,Research & Development,1,Life Sciences,Male,2,Laboratory Technician,Married,5126,Yes,12,3,10,Active,Below College,5000-9999
484,0.0,Sales,2,Marketing,Male,2,Sales Executive,Married,6272,No,20,4,6,Active,College,5000-9999
485,1.0,Research & Development,4,Other,Male,1,Laboratory Technician,Married,2119,Yes,11,3,7,Inactive,Master,Under 5000
486,1.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,4031,No,13,3,6,Inactive,Bachelor,Under 5000
488,0.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Divorced,3034,No,12,3,18,Active,Bachelor,Under 5000
489,0.0,Human Resources,3,Life Sciences,Male,1,Human Resources,Married,2342,No,21,4,6,Active,Bachelor,Under 5000
490,1.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Divorced,2107,No,17,3,5,Inactive,College,Under 5000
491,0.0,Sales,4,Marketing,Female,2,Sales Executive,Single,9278,Yes,16,3,15,Active,Master,5000-9999
492,0.0,Research & Development,3,Technical Degree,Female,3,Research Director,Married,13582,No,13,3,15,Active,Bachelor,10000-14999
494,0.0,Research & Development,1,Life Sciences,Female,1,Research Scientist,Single,2619,No,17,3,8,Active,Below College,Under 5000
495,0.0,Sales,4,Marketing,Female,4,Manager,Married,16307,No,14,3,29,Active,Master,Above 15000
496,0.0,Research & Development,3,Medical,Male,2,Research Scientist,Divorced,5974,Yes,13,3,13,Active,Bachelor,5000-9999
497,1.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Single,2926,Yes,18,3,1,Inactive,Bachelor,Under 5000
498,0.0,Research & Development,4,Medical,Female,1,Laboratory Technician,Divorced,2270,No,14,3,8,Active,Master,Under 5000
499,1.0,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Married,2210,No,13,3,1,Inactive,College,Under 5000
500,0.0,Research & Development,2,Technical Degree,Male,2,Research Scientist,Divorced,5577,Yes,12,3,18,Active,College,5000-9999
501,0.0,Research & Development,3,Other,Male,3,Healthcare Representative,Single,10965,No,24,4,26,Active,Bachelor,10000-14999
505,1.0,Sales,1,Marketing,Male,1,Sales Representative,Single,1675,Yes,19,3,0,Inactive,Below College,Under 5000
507,0.0,Research & Development,2,Other,Female,2,Manufacturing Director,Divorced,4011,No,18,3,5,Active,College,Under 5000
508,0.0,Research & Development,1,Medical,Male,1,Research Scientist,Married,2773,No,20,4,3,Active,Below College,Under 5000
510,0.0,Research & Development,3,Life Sciences,Male,5,Manager,Divorced,18430,No,13,3,24,Active,Bachelor,Above 15000
511,0.0,Research & Development,4,Life Sciences,Female,1,Research Scientist,Married,2909,Yes,11,3,8,Active,Master,Under 5000
512,0.0,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,Divorced,5993,No,18,3,7,Active,Master,5000-9999
513,0.0,Research & Development,1,Life Sciences,Male,5,Manager,Divorced,19197,Yes,14,3,21,Active,Below College,Above 15000
514,0.0,Sales,3,Marketing,Female,2,Sales Executive,Married,4639,No,16,3,17,Active,Bachelor,Under 5000
515,0.0,Research & Development,3,Technical Degree,Male,3,Healthcare Representative,Single,10496,No,15,3,20,Active,Bachelor,10000-14999
516,0.0,Research & Development,3,Medical,Male,3,Research Director,Married,11691,No,11,3,14,Active,Bachelor,10000-14999
517,0.0,Research & Development,5,Medical,Male,2,Laboratory Technician,Divorced,5679,Yes,13,3,10,Active,Doctor,5000-9999
519,0.0,Research & Development,2,Medical,Female,2,Research Scientist,Married,5775,No,13,3,11,Active,College,5000-9999
521,1.0,Sales,4,Life Sciences,Male,1,Sales Representative,Single,3407,No,23,4,10,Inactive,Master,Under 5000
525,0.0,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,Married,4227,No,18,3,4,Active,Master,Under 5000
526,0.0,Research & Development,2,Medical,Male,4,Manager,Married,17665,No,17,3,23,Active,College,Above 15000
527,1.0,Research & Development,3,Other,Male,2,Laboratory Technician,Divorced,4834,No,14,3,9,Inactive,Bachelor,Under 5000
528,0.0,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,Divorced,6623,Yes,11,3,6,Active,Bachelor,5000-9999
529,0.0,Research & Development,3,Other,Male,3,Manufacturing Director,Married,9434,No,15,3,10,Active,Bachelor,5000-9999
531,0.0,Research & Development,2,Medical,Male,5,Research Director,Divorced,19436,No,19,3,22,Active,College,Above 15000
532,1.0,Research & Development,4,Life Sciences,Male,5,Research Director,Single,19246,Yes,12,3,40,Inactive,Master,Above 15000
534,0.0,Research & Development,3,Medical,Male,5,Research Director,Single,19626,No,14,3,21,Active,Bachelor,Above 15000
536,0.0,Sales,3,Life Sciences,Female,3,Sales Executive,Married,9419,No,12,3,12,Active,Bachelor,5000-9999
537,1.0,Sales,3,Marketing,Female,2,Sales Executive,Single,5324,No,15,3,6,Inactive,Bachelor,5000-9999
539,0.0,Research & Development,4,Medical,Male,2,Manufacturing Director,Married,4345,No,12,3,6,Active,Master,Under 5000
540,0.0,Research & Development,2,Medical,Female,2,Manufacturing Director,Single,4695,Yes,18,3,10,Active,College,Under 5000
543,0.0,Research & Development,3,Medical,Female,1,Laboratory Technician,Married,2670,Yes,20,4,12,Active,Bachelor,Under 5000
544,1.0,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Single,4284,No,20,4,20,Inactive,College,Under 5000
546,0.0,Sales,3,Life Sciences,Male,2,Sales Executive,Married,4724,No,11,3,5,Active,Bachelor,Under 5000
547,0.0,Research & Development,4,Technical Degree,Female,3,Healthcare Representative,Married,7094,No,12,3,10,Active,Master,5000-9999
549,1.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,2028,Yes,14,3,6,Inactive,Bachelor,Under 5000
550,1.0,Research & Development,1,Technical Degree,Male,1,Research Scientist,Single,3102,No,22,4,7,Inactive,Below College,Under 5000
551,0.0,Sales,2,Marketing,Female,2,Sales Executive,Married,6932,No,13,3,9,Active,College,5000-9999
552,0.0,Sales,3,Other,Male,3,Sales Executive,Divorced,10932,No,15,3,20,Active,Bachelor,10000-14999
553,0.0,Research & Development,4,Technical Degree,Female,1,Laboratory Technician,Married,2811,No,14,3,4,Active,Master,Under 5000
554,0.0,Research & Development,3,Life Sciences,Female,5,Research Director,Married,18172,Yes,19,3,28,Active,Bachelor,Above 15000
556,1.0,Research & Development,1,Medical,Male,3,Manager,Married,13610,Yes,12,3,15,Inactive,Below College,10000-14999
557,0.0,Research & Development,1,Medical,Female,3,Healthcare Representative,Married,10527,No,11,3,28,Active,Below College,10000-14999
558,1.0,Research & Development,3,Medical,Male,1,Research Scientist,Single,2313,Yes,20,4,5,Inactive,Bachelor,Under 5000
559,0.0,Research & Development,4,Medical,Male,3,Research Director,Single,13664,No,13,3,16,Active,Master,10000-14999
561,0.0,Sales,2,Medical,Male,2,Sales Executive,Divorced,4306,No,12,3,8,Active,College,Under 5000
563,0.0,Sales,4,Medical,Female,5,Manager,Divorced,19517,No,11,3,32,Active,Master,Above 15000
565,1.0,Research & Development,4,Medical,Female,3,Manufacturing Director,Married,10008,Yes,14,3,31,Inactive,Master,10000-14999
566,0.0,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,Married,2218,No,12,3,4,Active,College,Under 5000
567,0.0,Research & Development,1,Medical,Female,1,Research Scientist,Divorced,2007,No,13,3,5,Active,Below College,Under 5000
568,1.0,Research & Development,3,Technical Degree,Male,1,Research Scientist,Single,2285,Yes,23,4,3,Inactive,Bachelor,Under 5000
570,0.0,Sales,3,Medical,Male,2,Sales Executive,Married,4373,No,14,3,5,Active,Bachelor,Under 5000
572,0.0,Sales,2,Technical Degree,Male,3,Manager,Married,11904,Yes,14,3,14,Active,College,10000-14999
573,0.0,Research & Development,2,Medical,Male,4,Healthcare Representative,Married,13496,Yes,14,3,21,Active,College,10000-14999
576,0.0,Research & Development,3,Technical Degree,Female,3,Healthcare Representative,Divorced,10552,Yes,13,3,24,Active,Bachelor,10000-14999
577,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Married,2713,No,11,3,5,Active,Bachelor,Under 5000
578,0.0,Sales,3,Marketing,Male,2,Sales Executive,Married,6578,No,18,3,10,Active,Bachelor,5000-9999
579,0.0,Sales,4,Marketing,Male,2,Sales Executive,Single,5772,Yes,21,4,14,Active,Master,5000-9999
580,1.0,Sales,3,Life Sciences,Female,1,Sales Representative,Single,2302,Yes,11,3,3,Inactive,Bachelor,Under 5000
581,1.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Single,1261,No,12,3,1,Inactive,Bachelor,Under 5000
582,0.0,Research & Development,1,Medical,Male,1,Research Scientist,Married,2323,No,24,4,2,Active,Below College,Under 5000
583,0.0,Research & Development,2,Medical,Male,1,Laboratory Technician,Divorced,2935,Yes,13,3,1,Active,College,Under 5000
584,0.0,Research & Development,4,Life Sciences,Female,1,Research Scientist,Married,3419,Yes,14,3,6,Active,Master,Under 5000
585,0.0,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Single,2455,No,19,3,9,Active,Master,Under 5000
586,1.0,Research & Development,4,Life Sciences,Female,1,Research Scientist,Divorced,2022,Yes,19,3,10,Inactive,Master,Under 5000
587,0.0,Sales,3,Marketing,Female,3,Sales Executive,Married,10266,No,19,3,22,Active,Bachelor,10000-14999
588,0.0,Sales,3,Marketing,Female,2,Sales Executive,Single,4538,Yes,12,3,4,Active,Bachelor,Under 5000
589,1.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,2404,Yes,21,4,8,Inactive,Bachelor,Under 5000
590,0.0,Sales,4,Marketing,Male,3,Sales Executive,Divorced,8740,Yes,14,3,9,Active,Master,5000-9999
593,1.0,Research & Development,1,Medical,Male,1,Laboratory Technician,Divorced,3408,No,13,3,8,Inactive,Below College,Under 5000
594,0.0,Sales,2,Life Sciences,Female,2,Sales Executive,Single,4487,Yes,11,3,5,Active,College,Under 5000
595,0.0,Research & Development,4,Technical Degree,Male,2,Healthcare Representative,Married,6651,No,14,3,20,Active,Master,5000-9999
597,0.0,Human Resources,4,Medical,Male,1,Human Resources,Single,2177,No,16,3,6,Active,Master,Under 5000
598,0.0,Research & Development,3,Life Sciences,Male,4,Research Director,Divorced,14336,No,11,3,25,Active,Bachelor,10000-14999
599,0.0,Research & Development,3,Medical,Male,4,Research Director,Divorced,17007,No,14,3,16,Active,Bachelor,Above 15000
601,0.0,Sales,4,Life Sciences,Female,1,Sales Representative,Married,2220,Yes,19,3,1,Active,Master,Under 5000
602,0.0,Research & Development,1,Medical,Male,1,Research Scientist,Single,3505,No,18,3,2,Active,Below College,Under 5000
603,0.0,Research & Development,1,Life Sciences,Female,1,Research Scientist,Divorced,2782,Yes,13,3,6,Active,Below College,Under 5000
604,0.0,Sales,4,Life Sciences,Female,1,Sales Representative,Married,2572,No,16,3,3,Active,Master,Under 5000
605,1.0,Sales,1,Life Sciences,Male,3,Sales Executive,Married,10325,Yes,11,3,16,Inactive,Below College,10000-14999
606,0.0,Research & Development,1,Life Sciences,Male,1,Research Scientist,Divorced,2904,No,12,3,4,Active,Below College,Under 5000
607,0.0,Sales,1,Medical,Female,2,Sales Executive,Single,6180,No,23,4,6,Active,Below College,5000-9999
609,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Divorced,2089,No,14,3,7,Active,Bachelor,Under 5000
610,1.0,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Divorced,2778,Yes,13,3,10,Inactive,Master,Under 5000
611,0.0,Sales,4,Life Sciences,Male,2,Sales Executive,Single,4950,No,14,3,5,Active,Master,Under 5000
613,0.0,Research & Development,2,Life Sciences,Female,4,Manager,Married,16555,No,13,3,31,Active,College,Above 15000
614,0.0,Sales,4,Medical,Male,3,Sales Executive,Married,9699,No,11,3,16,Active,Master,5000-9999
617,0.0,Research & Development,2,Medical,Male,2,Manufacturing Director,Married,5472,No,12,3,8,Active,College,5000-9999
618,0.0,Research & Development,3,Medical,Female,1,Research Scientist,Married,2942,No,19,3,18,Active,Bachelor,Under 5000
619,0.0,Research & Development,4,Medical,Male,1,Research Scientist,Divorced,3815,Yes,17,3,5,Active,Master,Under 5000
620,0.0,Sales,3,Marketing,Male,1,Sales Representative,Married,2899,No,19,3,3,Active,Bachelor,Under 5000
621,0.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Married,3210,No,11,3,16,Active,Bachelor,Under 5000
623,0.0,Research & Development,2,Medical,Male,1,Laboratory Technician,Married,3955,No,16,3,6,Active,College,Under 5000
626,1.0,Sales,1,Life Sciences,Female,3,Sales Executive,Married,7336,No,13,3,11,Inactive,Below College,5000-9999
627,0.0,Research & Development,3,Technical Degree,Male,1,Research Scientist,Married,3058,Yes,16,3,6,Active,Bachelor,Under 5000
628,1.0,Sales,4,Life Sciences,Female,1,Sales Representative,Single,1359,No,12,3,1,Inactive,Master,Under 5000
629,0.0,Sales,3,Life Sciences,Male,2,Sales Executive,Married,6804,No,18,3,7,Active,Bachelor,5000-9999
631,0.0,Sales,4,Life Sciences,Male,3,Sales Executive,Single,7587,No,15,3,10,Active,Master,5000-9999
632,0.0,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,Married,2387,No,22,4,7,Active,Master,Under 5000
633,0.0,Research & Development,1,Technical Degree,Male,1,Laboratory Technician,Married,2523,No,14,3,3,Active,Below College,Under 5000
